image_name,signal_b50,signal_b800,signal_b2000,pixel_ratio
labels_mask_case_id_TCGA-YA-A8S7_3_1_cell_expansion_7_0_threshold_0_7_facet_size_3.0.csv.tif,24090.04874553966,12296.88340151767,6487.8953086126685,1.05570353729367
labels_mask_case_id_TCGA-CC-A8HT_3_4_cell_expansion_13_0_threshold_0_8_facet_size_3.0.csv.tif,22765.582444566582,5639.708756821316,1997.9000661900366,0.17058434678292236
labels_mask_case_id_TCGA-CC-A1HT_4_1_cell_expansion_15_0_threshold_0_5_facet_size_3.0.csv.tif,24778.209757480734,17154.599248759856,11028.705197528474,6.521155037056274
labels_mask_case_id_TCGA-K7-AAU7_2_0_cell_expansion_11_0_threshold_0_6_facet_size_3.0.csv.tif,22560.85642068167,4510.1062819637455,1250.1265502618166,0.05746945888987997
labels_mask_case_id_TCGA-G3-A7M6_2_0_cell_expansion_5_0_threshold_0_6_facet_size_3.0.csv.tif,24561.98612716961,15844.638122840857,10144.715577438728,2.0522099724447744
labels_mask_case_id_TCGA-G3-A5SK_2_0_cell_expansion_11_0_threshold_0_7_facet_size_3.0.csv.tif,24461.170737385888,14925.328044951191,8987.15081734095,1.9886864640298445
labels_mask_case_id_TCGA-CC-5261_2_4_cell_expansion_9_0_threshold_0_8_facet_size_3.0.csv.tif,24241.03807425233,13211.143185014842,7049.252850120955,1.7929549568262069
labels_mask_case_id_TCGA-YA-A8S7_0_1_cell_expansion_11_0_threshold_0_8_facet_size_3.0.csv.tif,23478.79550788618,9045.837692286237,4167.681629099693,0.5345918435188716
labels_mask_case_id_TCGA-K7-AAU7_1_1_cell_expansion_3_0_threshold_0_4_facet_size_3.0.csv.tif,24208.158044002124,13862.194638621784,9399.600996398764,0.7940945993534325
labels_mask_case_id_TCGA-YA-A8S7_2_4_cell_expansion_3_0_threshold_0_5_facet_size_3.0.csv.tif,22449.204203362955,4127.227824507435,1090.3206382292456,0.040142694428746364
labels_mask_case_id_TCGA-K7-AAU7_2_3_cell_expansion_3_0_threshold_0_7_facet_size_3.0.csv.tif,22874.26950095544,6106.3688107037515,2556.726995535561,0.13553569021333445
labels_mask_case_id_TCGA-BC-A69I_1_3_cell_expansion_3_0_threshold_0_7_facet_size_3.0.csv.tif,23509.444177317582,9447.553927331268,4952.035290663362,0.4197353106059273
labels_mask_case_id_TCGA-BC-A69I_0_1_cell_expansion_1_0_threshold_0_4_facet_size_3.0.csv.tif,23297.501333060693,8461.936575073914,4722.797751168993,0.26485824573426997
labels_mask_case_id_TCGA-CC-A3MA_2_1_cell_expansion_11_0_threshold_0_4_facet_size_3.0.csv.tif,24917.824526329023,18508.69556226864,12885.769382111635,
labels_mask_case_id_TCGA-CC-A8HT_0_4_cell_expansion_7_0_threshold_0_8_facet_size_3.0.csv.tif,22864.64339710514,6065.618292175115,2183.5413350096105,
labels_mask_case_id_TCGA-CC-A3MA_1_4_cell_expansion_13_0_threshold_0_6_facet_size_3.0.csv.tif,24829.44647457547,17358.249651347207,10954.026757479722,14.456098162535454
labels_mask_case_id_TCGA-CC-A3MA_0_4_cell_expansion_9_0_threshold_0_8_facet_size_3.0.csv.tif,22769.041736826748,5525.703335830648,1875.2762267244461,0.14807220265172458
labels_mask_case_id_TCGA-DD-AAED_0_4_cell_expansion_15_0_threshold_0_5_facet_size_3.0.csv.tif,24656.523688795838,15862.391645371456,9182.380610695736,4.140284401224005
labels_mask_case_id_TCGA-CC-A3MA_1_0_cell_expansion_9_0_threshold_0_4_facet_size_3.0.csv.tif,24865.215445538648,17731.758977996644,11400.992104172254,17.05929299883127
labels_mask_case_id_TCGA-CC-A8HT_3_0_cell_expansion_11_0_threshold_0_8_facet_size_3.0.csv.tif,23497.628803499112,9080.48287652119,4051.651354113338,0.5762979980491949
labels_mask_case_id_TCGA-CC-A8HT_1_1_cell_expansion_7_0_threshold_0_8_facet_size_3.0.csv.tif,23112.311336366227,7123.106372558967,2796.8707419536267,
