image_name,signal_b50,signal_b800,pixel_ratio
../binary_PNG/binary_labels_mask_case_id_TCGA-YA-A8S7_3_1_cell_expansion_7_0_threshold_0_7.png,24090.04874553966,12296.88340151767,1.05570353729367
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_3_4_cell_expansion_13_0_threshold_0_8.png,22765.582444566582,5639.708756821316,0.17058434678292236
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A1HT_4_1_cell_expansion_15_0_threshold_0_5.png,24778.209757480734,17154.599248759856,6.521155037056274
../binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_2_0_cell_expansion_11_0_threshold_0_6.png,22560.85642068167,4510.1062819637455,0.05746945888987997
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A7M6_2_0_cell_expansion_5_0_threshold_0_6.png,24561.98612716961,15844.638122840857,2.0522099724447744
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_2_0_cell_expansion_11_0_threshold_0_7.png,24461.170737385888,14925.328044951191,1.9886864640298445
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_2_4_cell_expansion_9_0_threshold_0_8.png,24241.03807425233,13211.143185014842,1.7929549568262069
../binary_PNG/binary_labels_mask_case_id_TCGA-YA-A8S7_0_1_cell_expansion_11_0_threshold_0_8.png,23478.79550788618,9045.837692286237,0.5345918435188716
../binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_1_1_cell_expansion_3_0_threshold_0_4.png,24208.158044002124,13862.194638621784,0.7940945993534325
../binary_PNG/binary_labels_mask_case_id_TCGA-YA-A8S7_2_4_cell_expansion_3_0_threshold_0_5.png,22449.204203362955,4127.227824507435,0.040142694428746364
../binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_2_3_cell_expansion_3_0_threshold_0_7.png,22874.26950095544,6106.3688107037515,0.13553569021333445
../binary_PNG/binary_labels_mask_case_id_TCGA-BC-A69I_1_3_cell_expansion_3_0_threshold_0_7.png,23509.444177317582,9447.553927331268,0.4197353106059273
../binary_PNG/binary_labels_mask_case_id_TCGA-BC-A69I_0_1_cell_expansion_1_0_threshold_0_4.png,23297.501333060693,8461.936575073914,0.26485824573426997
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_2_1_cell_expansion_11_0_threshold_0_4.png,24917.824526329023,18508.69556226864,10.580563800501361
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_0_4_cell_expansion_7_0_threshold_0_8.png,22864.64339710514,6065.618292175115,0.19646111190073634
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_1_4_cell_expansion_13_0_threshold_0_6.png,24829.44647457547,17358.249651347207,14.456098162535454
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_0_4_cell_expansion_9_0_threshold_0_8.png,22769.041736826748,5525.703335830648,0.14807220265172458
../binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_0_4_cell_expansion_15_0_threshold_0_5.png,24656.523688795838,15862.391645371456,4.140284401224005
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_1_0_cell_expansion_9_0_threshold_0_4.png,24865.215445538648,17731.758977996644,17.05929299883127
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_3_0_cell_expansion_11_0_threshold_0_8.png,23497.628803499112,9080.48287652119,0.5762979980491949
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_1_1_cell_expansion_7_0_threshold_0_8.png,23112.311336366227,7123.106372558967,0.28265711132483906
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_1_1_cell_expansion_11_0_threshold_0_5.png,24366.448719023156,14030.597428184072,1.5374446762682983
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_3_1_cell_expansion_5_0_threshold_0_8.png,22908.921346295658,6245.540788869711,0.18534074790711333
../binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_4_4_cell_expansion_5_0_threshold_0_6.png,24797.354695321203,17338.663013279333,3.398603211988512
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A7M6_4_0_cell_expansion_5_0_threshold_0_5.png,24780.551021930958,17822.859792029034,2.9759068397804844
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A1HT_4_1_cell_expansion_11_0_threshold_0_7.png,24507.557821608112,15094.031700988708,3.28119918583628
../binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_2_2_cell_expansion_5_0_threshold_0_8.png,22345.177496387743,3629.566922968249,0.014924648441065015
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_3_0_cell_expansion_9_0_threshold_0_4.png,24701.047032344017,16458.5910899375,3.618922991676157
../binary_PNG/binary_labels_mask_case_id_TCGA-YA-A8S7_0_0_cell_expansion_13_0_threshold_0_7.png,24224.428435801343,13072.508206755932,1.2241367273957235
../binary_PNG/binary_labels_mask_case_id_TCGA-YA-A8S7_0_3_cell_expansion_1_0_threshold_0_7.png,23283.266407374125,8344.635728138772,0.2618223888772984
../binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_0_4_cell_expansion_1_0_threshold_0_5.png,23147.811610033797,7535.044852300493,0.1736847605297403
../binary_PNG/binary_labels_mask_case_id_TCGA-YA-A8S7_1_3_cell_expansion_13_0_threshold_0_6.png,24667.38759422276,16165.351625752275,3.409147259019001
../binary_PNG/binary_labels_mask_case_id_TCGA-YA-A8S7_4_4_cell_expansion_3_0_threshold_0_6.png,22434.36102004295,3912.75627487793,0.03590137665831204
../binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_3_0_cell_expansion_15_0_threshold_0_8.png,24221.68237631634,12951.02482493477,1.6294294727438536
../binary_PNG/binary_labels_mask_case_id_TCGA-BC-A69I_0_2_cell_expansion_9_0_threshold_0_7.png,23524.503403225805,9466.553813305658,0.5997661617166647
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A1HT_4_1_cell_expansion_1_0_threshold_0_4.png,23855.53412412032,11672.510922486987,0.5915698565338297
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_2_1_cell_expansion_13_0_threshold_0_7.png,24269.836174465763,13503.915910948765,1.6383508658491182
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A7M6_0_4_cell_expansion_9_0_threshold_0_4.png,24708.471866256426,16544.356553352445,3.30792599730934
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_3_1_cell_expansion_13_0_threshold_0_5.png,24847.78572909308,17955.879848426124,5.153007444047078
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_3_0_cell_expansion_15_0_threshold_0_8.png,22295.564725834272,3345.9127204795473,0.0
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_2_2_cell_expansion_15_0_threshold_0_7.png,24685.595940050236,16228.480622665154,5.39402490801019
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_1_2_cell_expansion_9_0_threshold_0_8.png,22849.296165196356,6021.10199626425,0.1837339709534446
../binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_2_1_cell_expansion_15_0_threshold_0_6.png,24766.87544330736,16832.35648206821,9.046867484903006
../binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_3_2_cell_expansion_9_0_threshold_0_4.png,24842.94865711564,17498.690097324594,12.876928365777147
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_3_2_cell_expansion_13_0_threshold_0_6.png,24584.78874849688,15739.948335701609,2.802839313467354
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_0_4_cell_expansion_11_0_threshold_0_7.png,23603.518303070443,9783.609987923308,0.5688799260753578
../binary_PNG/binary_labels_mask_case_id_TCGA-YA-A8S7_2_0_cell_expansion_15_0_threshold_0_8.png,23364.8630334915,8132.009481775669,0.4668869791680177
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A7M6_4_3_cell_expansion_9_0_threshold_0_4.png,24471.397977090684,15011.6540542051,2.0491842613598834
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A1HT_4_1_cell_expansion_3_0_threshold_0_5.png,24375.492662425942,14681.752951416323,1.3569423099194637
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_1_0_cell_expansion_15_0_threshold_0_6.png,24623.70721514125,15943.765321296001,2.9266265186061893
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A7M6_4_2_cell_expansion_9_0_threshold_0_8.png,22723.319399639517,5456.755730687819,0.13209337359215725
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_1_2_cell_expansion_5_0_threshold_0_8.png,23452.63547486248,8900.243623109656,0.4190010019794283
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A8HT_1_4_cell_expansion_13_0_threshold_0_4.png,24767.01065578802,16915.064187322445,3.776633495659538
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_4_1_cell_expansion_1_0_threshold_0_7.png,23540.647007742547,9742.373600047758,0.3745237001446416
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_3_4_cell_expansion_15_0_threshold_0_4.png,24947.650402051466,18803.589942830567,7.273891878042531
../binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_3_4_cell_expansion_15_0_threshold_0_5.png,24225.60590402694,13372.369067370106,1.258739530523196
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_2_1_cell_expansion_5_0_threshold_0_7.png,24039.034009618434,12357.95514216058,1.0482565328946294
../binary_PNG/binary_labels_mask_case_id_TCGA-BC-A69I_4_0_cell_expansion_11_0_threshold_0_6.png,24273.290564603667,13385.881863180939,1.8106793213514167
../binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_1_2_cell_expansion_11_0_threshold_0_5.png,24199.57771761743,13475.221725729058,1.0961429181600402
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_1_3_cell_expansion_3_0_threshold_0_7.png,23749.848543109023,10827.88749216975,0.5664740285756146
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_4_2_cell_expansion_3_0_threshold_0_7.png,23517.77527237264,9570.67438065531,0.4027380702188541
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_0_4_cell_expansion_13_0_threshold_0_6.png,24652.832994377422,16331.619969762698,2.650846931700829
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_2_1_cell_expansion_3_0_threshold_0_5.png,24549.83819668269,16081.452406011993,1.7538512926226582
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_0_1_cell_expansion_11_0_threshold_0_5.png,24607.43271604618,15887.597571043882,2.0880855682902357
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_1_0_cell_expansion_7_0_threshold_0_5.png,24562.07730150347,15666.203278830175,2.3506718411879417
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_3_4_cell_expansion_5_0_threshold_0_6.png,24439.45569751256,14962.82213831337,2.249516750257109
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_3_0_cell_expansion_15_0_threshold_0_8.png,23584.474492279256,9550.996520173398,0.6034201902377013
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_4_1_cell_expansion_5_0_threshold_0_5.png,24672.11938799496,16441.73195562674,2.9889226210157243
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_1_3_cell_expansion_11_0_threshold_0_7.png,24541.953919555668,15089.92210410623,3.3177767838711896
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-A3MA_1_4_cell_expansion_5_0_threshold_0_7.png,24638.53033836972,15973.489964912524,2.7656849080696717
../binary_PNG/binary_labels_mask_case_id_TCGA-K7-AAU7_1_4_cell_expansion_9_0_threshold_0_8.png,22295.564725834272,3345.9127204795473,0.0
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A5SK_2_2_cell_expansion_5_0_threshold_0_7.png,24187.530606434317,13235.158218533948,1.0507244334838346
../binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_4_0_cell_expansion_9_0_threshold_0_5.png,24653.53193458539,16299.420371711303,4.29510039783596
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_4_0_cell_expansion_5_0_threshold_0_8.png,23343.02419635032,8450.300067805534,0.3516332618927098
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_2_2_cell_expansion_13_0_threshold_0_4.png,24819.216824220664,17349.684144082574,7.787729903837176
../binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_2_1_cell_expansion_13_0_threshold_0_5.png,24791.84710052534,17050.20561489939,9.538036827010211
../binary_PNG/binary_labels_mask_case_id_TCGA-G3-A7M6_4_2_cell_expansion_9_0_threshold_0_4.png,24702.894139433414,17533.03342623504,2.8385222013269447
../binary_PNG/binary_labels_mask_case_id_TCGA-BC-A69I_1_1_cell_expansion_9_0_threshold_0_5.png,24367.815341592777,14047.203786952707,1.779125028141758
../binary_PNG/binary_labels_mask_case_id_TCGA-YA-A8S7_2_4_cell_expansion_13_0_threshold_0_6.png,22379.532623335257,3769.691765016888,0.021284741833956167
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_3_4_cell_expansion_3_0_threshold_0_8.png,23174.03264091668,7603.941997012469,0.2529925547356995
../binary_PNG/binary_labels_mask_case_id_TCGA-DD-AAED_3_3_cell_expansion_11_0_threshold_0_7.png,24766.364959880553,16893.22474471462,5.2541258234355075
../binary_PNG/binary_labels_mask_case_id_TCGA-CC-5261_2_3_cell_expansion_11_0_threshold_0_7.png,24619.276933847384,15652.969962951101,3.2990010904461315
